B.E.	wide/2:CPS		B.E.	F 1s/5:CPS		B.E.	O 1s/6:CPS		B.E.	C 1s/7:CPS		
1.008122e+003	3.043000e+004		6.934720e+002	3.326667e+003		5.374220e+002	2.495556e+003		2.939220e+002	1.286667e+003		
1.007122e+003	3.017000e+004		6.934220e+002	3.306667e+003		5.373720e+002	2.520000e+003		2.938720e+002	1.133333e+003		
1.006122e+003	3.063000e+004		6.933720e+002	3.516667e+003		5.373220e+002	2.526667e+003		2.938220e+002	1.273333e+003		
1.005122e+003	3.010000e+004		6.933220e+002	3.590000e+003		5.372720e+002	2.535556e+003		2.937720e+002	1.290000e+003		
1.004122e+003	3.029000e+004		6.932720e+002	3.596667e+003		5.372220e+002	2.393333e+003		2.937220e+002	1.276667e+003		
1.003122e+003	3.100000e+004		6.932220e+002	3.643333e+003		5.371720e+002	2.555556e+003		2.936720e+002	1.303333e+003		
1.002122e+003	3.094000e+004		6.931720e+002	3.633333e+003		5.371220e+002	2.477778e+003		2.936220e+002	1.226667e+003		
1.001122e+003	3.099000e+004		6.931220e+002	3.570000e+003		5.370720e+002	2.515556e+003		2.935720e+002	1.273333e+003		
1.000122e+003	3.051000e+004		6.930720e+002	3.630000e+003		5.370220e+002	2.420000e+003		2.935220e+002	1.296667e+003		
9.991220e+002	3.029000e+004		6.930220e+002	3.516667e+003		5.369720e+002	2.537778e+003		2.934720e+002	1.380000e+003		
9.981220e+002	3.020000e+004		6.929720e+002	3.406667e+003		5.369220e+002	2.522222e+003		2.934220e+002	1.403333e+003		
9.971220e+002	3.058000e+004		6.929220e+002	3.636667e+003		5.368720e+002	2.504444e+003		2.933720e+002	1.420000e+003		
9.961220e+002	3.023000e+004		6.928720e+002	3.610000e+003		5.368220e+002	2.582222e+003		2.933220e+002	1.416667e+003		
9.951220e+002	3.031000e+004		6.928220e+002	3.720000e+003		5.367720e+002	2.497778e+003		2.932720e+002	1.523333e+003		
9.941220e+002	3.070000e+004		6.927720e+002	3.826667e+003		5.367220e+002	2.488889e+003		2.932220e+002	1.533333e+003		
9.931220e+002	2.978000e+004		6.927220e+002	3.716667e+003		5.366720e+002	2.600000e+003		2.931720e+002	1.446667e+003		
9.921220e+002	3.045000e+004		6.926720e+002	3.723333e+003		5.366220e+002	2.593333e+003		2.931220e+002	1.563333e+003		
9.911220e+002	3.099000e+004		6.926220e+002	3.780000e+003		5.365720e+002	2.600000e+003		2.930720e+002	1.630000e+003		
9.901220e+002	3.058000e+004		6.925720e+002	3.670000e+003		5.365220e+002	2.515556e+003		2.930220e+002	1.483333e+003		
9.891220e+002	3.026000e+004		6.925220e+002	3.776667e+003		5.364720e+002	2.624444e+003		2.929720e+002	1.563333e+003		
9.881220e+002	3.095000e+004		6.924720e+002	3.950000e+003		5.364220e+002	2.640000e+003		2.929220e+002	1.580000e+003		
9.871220e+002	3.026000e+004		6.924220e+002	3.873333e+003		5.363720e+002	2.506667e+003		2.928720e+002	1.680000e+003		
9.861220e+002	3.012000e+004		6.923720e+002	3.906667e+003		5.363220e+002	2.622222e+003		2.928220e+002	1.743333e+003		
9.851220e+002	3.162000e+004		6.923220e+002	3.906667e+003		5.362720e+002	2.584444e+003		2.927720e+002	1.873333e+003		
9.841220e+002	3.062000e+004		6.922720e+002	3.883333e+003		5.362220e+002	2.480000e+003		2.927220e+002	1.880000e+003		
9.831220e+002	2.994000e+004		6.922220e+002	3.956667e+003		5.361720e+002	2.555556e+003		2.926720e+002	1.883333e+003		
9.821220e+002	3.113000e+004		6.921720e+002	3.823333e+003		5.361220e+002	2.515556e+003		2.926220e+002	2.053333e+003		
9.811220e+002	3.077000e+004		6.921220e+002	4.010000e+003		5.360720e+002	2.555556e+003		2.925720e+002	2.080000e+003		
9.801220e+002	3.109000e+004		6.920720e+002	4.090000e+003		5.360220e+002	2.584444e+003		2.925220e+002	2.156667e+003		
9.791220e+002	3.193000e+004		6.920220e+002	4.060000e+003		5.359720e+002	2.593333e+003		2.924720e+002	2.306667e+003		
9.781220e+002	3.152000e+004		6.919720e+002	4.103333e+003		5.359220e+002	2.635556e+003		2.924220e+002	2.423333e+003		
9.771220e+002	3.081000e+004		6.919220e+002	4.073333e+003		5.358720e+002	2.664444e+003		2.923720e+002	2.573333e+003		
9.761220e+002	3.120000e+004		6.918720e+002	4.030000e+003		5.358220e+002	2.608889e+003		2.923220e+002	2.680000e+003		
9.751220e+002	3.089000e+004		6.918220e+002	4.330000e+003		5.357720e+002	2.646667e+003		2.922720e+002	2.913333e+003		
9.741220e+002	3.142000e+004		6.917720e+002	4.306667e+003		5.357220e+002	2.660000e+003		2.922220e+002	2.806667e+003		
9.731220e+002	3.109000e+004		6.917220e+002	4.360000e+003		5.356720e+002	2.657778e+003		2.921720e+002	3.076667e+003		
9.721220e+002	3.093000e+004		6.916720e+002	4.293333e+003		5.356220e+002	2.664444e+003		2.921220e+002	3.383333e+003		
9.711220e+002	3.091000e+004		6.916220e+002	4.546667e+003		5.355720e+002	2.640000e+003		2.920720e+002	3.473333e+003		
9.701220e+002	3.148000e+004		6.915720e+002	4.650000e+003		5.355220e+002	2.744444e+003		2.920220e+002	3.463333e+003		
9.691220e+002	3.018000e+004		6.915220e+002	4.660000e+003		5.354720e+002	2.753333e+003		2.919720e+002	3.453333e+003		
9.681220e+002	3.094000e+004		6.914720e+002	4.670000e+003		5.354220e+002	2.711111e+003		2.919220e+002	3.486667e+003		
9.671220e+002	3.056000e+004		6.914220e+002	4.763333e+003		5.353720e+002	2.731111e+003		2.918720e+002	3.573333e+003		
9.661220e+002	3.026000e+004		6.913720e+002	4.853333e+003		5.353220e+002	2.760000e+003		2.918220e+002	3.576667e+003		
9.651220e+002	3.136000e+004		6.913220e+002	4.976667e+003		5.352720e+002	2.688889e+003		2.917720e+002	3.650000e+003		
9.641220e+002	3.188000e+004		6.912720e+002	5.213333e+003		5.352220e+002	2.820000e+003		2.917220e+002	3.853333e+003		
9.631220e+002	3.068000e+004		6.912220e+002	5.120000e+003		5.351720e+002	2.768889e+003		2.916720e+002	3.740000e+003		
9.621220e+002	3.113000e+004		6.911720e+002	5.206667e+003		5.351220e+002	2.662222e+003		2.916220e+002	3.813333e+003		
9.611220e+002	3.174000e+004		6.911220e+002	5.633333e+003		5.350720e+002	2.720000e+003		2.915720e+002	3.756667e+003		
9.601220e+002	3.151000e+004		6.910720e+002	5.696667e+003		5.350220e+002	2.920000e+003		2.915220e+002	3.716667e+003		
9.591220e+002	3.052000e+004		6.910220e+002	6.040000e+003		5.349720e+002	2.737778e+003		2.914720e+002	3.783333e+003		
9.581220e+002	3.124000e+004		6.909720e+002	6.280000e+003		5.349220e+002	2.717778e+003		2.914220e+002	3.763333e+003		
9.571220e+002	3.132000e+004		6.909220e+002	6.366667e+003		5.348720e+002	2.880000e+003		2.913720e+002	3.846667e+003		
9.561220e+002	3.247000e+004		6.908720e+002	6.433333e+003		5.348220e+002	2.786667e+003		2.913220e+002	3.933333e+003		
9.551220e+002	3.102000e+004		6.908220e+002	6.890000e+003		5.347720e+002	2.675556e+003		2.912720e+002	4.326667e+003		
9.541220e+002	3.111000e+004		6.907720e+002	7.330000e+003		5.347220e+002	2.864444e+003		2.912220e+002	4.250000e+003		
9.531220e+002	3.131000e+004		6.907220e+002	7.530000e+003		5.346720e+002	2.822222e+003		2.911720e+002	4.526667e+003		
9.521220e+002	3.093000e+004		6.906720e+002	8.156667e+003		5.346220e+002	2.871111e+003		2.911220e+002	4.693333e+003		
9.511220e+002	3.052000e+004		6.906220e+002	8.376667e+003		5.345720e+002	2.744444e+003		2.910720e+002	4.776667e+003		
9.501220e+002	3.085000e+004		6.905720e+002	9.066667e+003		5.345220e+002	2.797778e+003		2.910220e+002	5.330000e+003		
9.491220e+002	3.082000e+004		6.905220e+002	9.833333e+003		5.344720e+002	2.784444e+003		2.909720e+002	5.650000e+003		
9.481220e+002	3.117000e+004		6.904720e+002	1.032667e+004		5.344220e+002	3.006667e+003		2.909220e+002	6.093333e+003		
9.471220e+002	3.108000e+004		6.904220e+002	1.092000e+004		5.343720e+002	2.911111e+003		2.908720e+002	6.663333e+003		
9.461220e+002	3.115000e+004		6.903720e+002	1.155000e+004		5.343220e+002	3.002222e+003		2.908220e+002	7.326667e+003		
9.451220e+002	3.163000e+004		6.903220e+002	1.265000e+004		5.342720e+002	2.984444e+003		2.907720e+002	7.803333e+003		
9.441220e+002	3.152000e+004		6.902720e+002	1.360667e+004		5.342220e+002	3.002222e+003		2.907220e+002	8.703333e+003		
9.431220e+002	3.174000e+004		6.902220e+002	1.465000e+004		5.341720e+002	3.002222e+003		2.906720e+002	9.640000e+003		
9.421220e+002	3.147000e+004		6.901720e+002	1.591333e+004		5.341220e+002	2.980000e+003		2.906220e+002	1.052667e+004		
9.411220e+002	3.193000e+004		6.901220e+002	1.657000e+004		5.340720e+002	2.995556e+003		2.905720e+002	1.152333e+004		
9.401220e+002	3.141000e+004		6.900720e+002	1.827333e+004		5.340220e+002	3.064444e+003		2.905220e+002	1.260667e+004		
9.391220e+002	3.160000e+004		6.900220e+002	2.003000e+004		5.339720e+002	3.164444e+003		2.904720e+002	1.382333e+004		
9.381220e+002	3.195000e+004		6.899720e+002	2.153667e+004		5.339220e+002	3.062222e+003		2.904220e+002	1.468667e+004		
9.371220e+002	3.133000e+004		6.899220e+002	2.339333e+004		5.338720e+002	3.060000e+003		2.903720e+002	1.591000e+004		
9.361220e+002	3.176000e+004		6.898720e+002	2.560667e+004		5.338220e+002	3.166667e+003		2.903220e+002	1.696000e+004		
