B.E.	wide/2:CPS		B.E.	F 1s/5:CPS		B.E.	O 1s/6:CPS		B.E.	C 1s/7:CPS		
1.020309e+003	1.690000e+004		6.933090e+002	3.680000e+003		5.372590e+002	2.517778e+003		2.937590e+002	1.250000e+003		
1.019309e+003	1.685000e+004		6.932590e+002	3.656667e+003		5.372090e+002	2.702222e+003		2.937090e+002	1.240000e+003		
1.018309e+003	1.640000e+004		6.932090e+002	3.816667e+003		5.371590e+002	2.706667e+003		2.936590e+002	1.316667e+003		
1.017309e+003	1.611000e+004		6.931590e+002	3.886667e+003		5.371090e+002	2.646667e+003		2.936090e+002	1.213333e+003		
1.016309e+003	1.681000e+004		6.931090e+002	4.003333e+003		5.370590e+002	2.553333e+003		2.935590e+002	1.266667e+003		
1.015309e+003	1.707000e+004		6.930590e+002	4.060000e+003		5.370090e+002	2.662222e+003		2.935090e+002	1.226667e+003		
1.014309e+003	1.674000e+004		6.930090e+002	4.113333e+003		5.369590e+002	2.691111e+003		2.934590e+002	1.243333e+003		
1.013309e+003	1.680000e+004		6.929590e+002	3.906667e+003		5.369090e+002	2.746667e+003		2.934090e+002	1.320000e+003		
1.012309e+003	1.621000e+004		6.929090e+002	3.803333e+003		5.368590e+002	2.817778e+003		2.933590e+002	1.440000e+003		
1.011309e+003	1.651000e+004		6.928590e+002	3.956667e+003		5.368090e+002	2.877778e+003		2.933090e+002	1.366667e+003		
1.010309e+003	1.696000e+004		6.928090e+002	3.953333e+003		5.367590e+002	3.017778e+003		2.932590e+002	1.290000e+003		
1.009309e+003	1.689000e+004		6.927590e+002	4.113333e+003		5.367090e+002	3.011111e+003		2.932090e+002	1.290000e+003		
1.008309e+003	1.626000e+004		6.927090e+002	4.143333e+003		5.366590e+002	2.964444e+003		2.931590e+002	1.370000e+003		
1.007309e+003	1.635000e+004		6.926590e+002	4.286667e+003		5.366090e+002	2.991111e+003		2.931090e+002	1.383333e+003		
1.006309e+003	1.659000e+004		6.926090e+002	4.313333e+003		5.365590e+002	2.995556e+003		2.930590e+002	1.293333e+003		
1.005309e+003	1.724000e+004		6.925590e+002	4.363333e+003		5.365090e+002	3.075556e+003		2.930090e+002	1.436667e+003		
1.004309e+003	1.715000e+004		6.925090e+002	4.340000e+003		5.364590e+002	2.988889e+003		2.929590e+002	1.346667e+003		
1.003309e+003	1.814000e+004		6.924590e+002	4.416667e+003		5.364090e+002	3.104444e+003		2.929090e+002	1.416667e+003		
1.002309e+003	1.723000e+004		6.924090e+002	4.430000e+003		5.363590e+002	3.277778e+003		2.928590e+002	1.440000e+003		
1.001309e+003	1.685000e+004		6.923590e+002	4.486667e+003		5.363090e+002	3.413333e+003		2.928090e+002	1.523333e+003		
1.000309e+003	1.777000e+004		6.923090e+002	4.523333e+003		5.362590e+002	3.277778e+003		2.927590e+002	1.396667e+003		
9.993090e+002	1.755000e+004		6.922590e+002	4.670000e+003		5.362090e+002	3.251111e+003		2.927090e+002	1.480000e+003		
9.983090e+002	1.651000e+004		6.922090e+002	4.620000e+003		5.361590e+002	3.524444e+003		2.926590e+002	1.493333e+003		
9.973090e+002	1.723000e+004		6.921590e+002	4.603333e+003		5.361090e+002	3.400000e+003		2.926090e+002	1.463333e+003		
9.963090e+002	1.727000e+004		6.921090e+002	4.796667e+003		5.360590e+002	3.375556e+003		2.925590e+002	1.393333e+003		
9.953090e+002	1.744000e+004		6.920590e+002	4.990000e+003		5.360090e+002	3.373333e+003		2.925090e+002	1.526667e+003		
9.943090e+002	1.666000e+004		6.920090e+002	5.050000e+003		5.359590e+002	3.548889e+003		2.924590e+002	1.503333e+003		
9.933090e+002	1.722000e+004		6.919590e+002	5.140000e+003		5.359090e+002	3.526667e+003		2.924090e+002	1.583333e+003		
9.923090e+002	1.693000e+004		6.919090e+002	5.053333e+003		5.358590e+002	3.542222e+003		2.923590e+002	1.683333e+003		
9.913090e+002	1.668000e+004		6.918590e+002	5.210000e+003		5.358090e+002	3.637778e+003		2.923090e+002	1.603333e+003		
9.903090e+002	1.646000e+004		6.918090e+002	5.263333e+003		5.357590e+002	3.628889e+003		2.922590e+002	1.743333e+003		
9.893090e+002	1.611000e+004		6.917590e+002	5.146667e+003		5.357090e+002	3.708889e+003		2.922090e+002	1.746667e+003		
9.883090e+002	1.617000e+004		6.917090e+002	5.330000e+003		5.356590e+002	3.726667e+003		2.921590e+002	1.643333e+003		
9.873090e+002	1.608000e+004		6.916590e+002	5.246667e+003		5.356090e+002	3.713333e+003		2.921090e+002	1.666667e+003		
9.863090e+002	1.576000e+004		6.916090e+002	5.180000e+003		5.355590e+002	3.731111e+003		2.920590e+002	1.696667e+003		
9.853090e+002	1.616000e+004		6.915590e+002	5.153333e+003		5.355090e+002	3.628889e+003		2.920090e+002	1.673333e+003		
9.843090e+002	1.686000e+004		6.915090e+002	5.450000e+003		5.354590e+002	3.642222e+003		2.919590e+002	1.820000e+003		
9.833090e+002	1.680000e+004		6.914590e+002	5.650000e+003		5.354090e+002	3.728889e+003		2.919090e+002	1.840000e+003		
9.823090e+002	1.679000e+004		6.914090e+002	5.710000e+003		5.353590e+002	3.873333e+003		2.918590e+002	1.976667e+003		
9.813090e+002	1.682000e+004		6.913590e+002	5.663333e+003		5.353090e+002	3.917778e+003		2.918090e+002	1.976667e+003		
9.803090e+002	1.693000e+004		6.913090e+002	5.750000e+003		5.352590e+002	3.866667e+003		2.917590e+002	1.906667e+003		
9.793090e+002	1.784000e+004		6.912590e+002	5.720000e+003		5.352090e+002	4.024444e+003		2.917090e+002	2.003333e+003		
9.783090e+002	1.829000e+004		6.912090e+002	5.820000e+003		5.351590e+002	4.102222e+003		2.916590e+002	2.086667e+003		
9.773090e+002	1.864000e+004		6.911590e+002	6.000000e+003		5.351090e+002	4.244444e+003		2.916090e+002	2.146667e+003		
9.763090e+002	1.839000e+004		6.911090e+002	6.190000e+003		5.350590e+002	4.100000e+003		2.915590e+002	2.120000e+003		
9.753090e+002	1.793000e+004		6.910590e+002	6.006667e+003		5.350090e+002	4.137778e+003		2.915090e+002	2.180000e+003		
9.743090e+002	1.789000e+004		6.910090e+002	6.243333e+003		5.349590e+002	4.235556e+003		2.914590e+002	2.450000e+003		
9.733090e+002	1.769000e+004		6.909590e+002	6.506667e+003		5.349090e+002	4.277778e+003		2.914090e+002	2.326667e+003		
9.723090e+002	1.696000e+004		6.909090e+002	6.550000e+003		5.348590e+002	4.306667e+003		2.913590e+002	2.346667e+003		
9.713090e+002	1.677000e+004		6.908590e+002	6.510000e+003		5.348090e+002	4.520000e+003		2.913090e+002	2.516667e+003		
9.703090e+002	1.595000e+004		6.908090e+002	6.793333e+003		5.347590e+002	4.577778e+003		2.912590e+002	2.653333e+003		
9.693090e+002	1.612000e+004		6.907590e+002	6.880000e+003		5.347090e+002	4.593333e+003		2.912090e+002	2.780000e+003		
9.683090e+002	1.529000e+004		6.907090e+002	6.973333e+003		5.346590e+002	4.631111e+003		2.911590e+002	2.720000e+003		
9.673090e+002	1.431000e+004		6.906590e+002	6.940000e+003		5.346090e+002	4.715556e+003		2.911090e+002	2.896667e+003		
9.663090e+002	1.433000e+004		6.906090e+002	7.056667e+003		5.345590e+002	4.757778e+003		2.910590e+002	2.980000e+003		
9.653090e+002	1.427000e+004		6.905590e+002	7.183333e+003		5.345090e+002	4.968889e+003		2.910090e+002	2.900000e+003		
9.643090e+002	1.374000e+004		6.905090e+002	7.406667e+003		5.344590e+002	5.064444e+003		2.909590e+002	3.163333e+003		
9.633090e+002	1.368000e+004		6.904590e+002	7.366667e+003		5.344090e+002	5.048889e+003		2.909090e+002	3.063333e+003		
9.623090e+002	1.377000e+004		6.904090e+002	7.580000e+003		5.343590e+002	5.260000e+003		2.908590e+002	3.210000e+003		
9.613090e+002	1.361000e+004		6.903590e+002	7.666667e+003		5.343090e+002	5.333333e+003		2.908090e+002	3.396667e+003		
9.603090e+002	1.368000e+004		6.903090e+002	7.913333e+003		5.342590e+002	5.531111e+003		2.907590e+002	3.623333e+003		
9.593090e+002	1.302000e+004		6.902590e+002	8.216667e+003		5.342090e+002	5.544444e+003		2.907090e+002	3.396667e+003		
9.583090e+002	1.339000e+004		6.902090e+002	8.013333e+003		5.341590e+002	5.675556e+003		2.906590e+002	3.510000e+003		
9.573090e+002	1.392000e+004		6.901590e+002	8.346667e+003		5.341090e+002	5.948889e+003		2.906090e+002	3.536667e+003		
9.563090e+002	1.351000e+004		6.901090e+002	8.610000e+003		5.340590e+002	6.033333e+003		2.905590e+002	3.770000e+003		
9.553090e+002	1.379000e+004		6.900590e+002	8.746667e+003		5.340090e+002	5.968889e+003		2.905090e+002	3.993333e+003		
9.543090e+002	1.323000e+004		6.900090e+002	8.690000e+003		5.339590e+002	6.240000e+003		2.904590e+002	3.846667e+003		
9.533090e+002	1.340000e+004		6.899590e+002	8.656667e+003		5.339090e+002	6.435556e+003		2.904090e+002	4.073333e+003		
9.523090e+002	1.319000e+004		6.899090e+002	8.990000e+003		5.338590e+002	6.651111e+003		2.903590e+002	4.120000e+003		
9.513090e+002	1.361000e+004		6.898590e+002	9.200000e+003		5.338090e+002	6.802222e+003		2.903090e+002	4.353333e+003		
9.503090e+002	1.378000e+004		6.898090e+002	9.383333e+003		5.337590e+002	7.080000e+003		2.902590e+002	4.246667e+003		
9.493090e+002	1.371000e+004		6.897590e+002	9.756667e+003		5.337090e+002	7.064444e+003		2.902090e+002	4.383333e+003		
9.483090e+002	1.313000e+004		6.897090e+002	1.001000e+004		5.336590e+002	7.248889e+003		2.901590e+002	4.403333e+003		
9.473090e+002	1.352000e+004		6.896590e+002	1.032667e+004		5.336090e+002	7.557778e+003		2.901090e+002	4.676667e+003		
9.463090e+002	1.389000e+004		6.896090e+002	1.024333e+004		5.335590e+002	7.815556e+003		2.900590e+002	4.680000e+003		
9.453090e+002	1.369000e+004		6.895590e+002	1.059333e+004		5.335090e+002	7.862222e+003		2.900090e+002	4.800000e+003		
9.443090e+002	1.343000e+004		6.895090e+002	1.128333e+004		5.334590e+002	8.302222e+003		2.899590e+002	5.003333e+003		
9.433090e+002	1.392000e+004		6.894590e+002	1.144333e+004		5.334090e+002	8.444444e+003		2.899090e+002	5.333333e+003		
9.423090e+002	1.358000e+004		6.894090e+002	1.169333e+004		5.333590e+002	8.702222e+003		2.898590e+002	5.333333e+003		
9.413090e+002	1.401000e+004		6.893590e+002	1.177000e+004		5.333090e+002	8.902222e+003		2.898090e+002	5.520000e+003		
9.403090e+002	1.387000e+004		6.893090e+002	1.210667e+004		5.332590e+002	9.033333e+003		2.897590e+002	5.913333e+003		
9.393090e+002	1.390000e+004		6.892590e+002	1.280667e+004		5.332090e+002	9.366667e+003		2.897090e+002	5.773333e+003		
9.383090e+002	1.374000e+004		6.892090e+002	1.295000e+004		5.331590e+002	9.611111e+003		2.896590e+002	6.100000e+003		
9.373090e+002	1.341000e+004		6.891590e+002	1.371333e+004		5.331090e+002	9.802222e+003		2.896090e+002	6.316667e+003		
9.363090e+002	1.341000e+004		6.891090e+002	1.434333e+004		5.330590e+002	9.848889e+003		2.895590e+002	6.376667e+003		
9.353090e+002	1.332000e+004		6.890590e+002	1.458667e+004		5.330090e+002	1.014889e+004		2.895090e+002	6.346667e+003		
9.343090e+002	1.348000e+004		6.890090e+002	1.488333e+004		5.329590e+002	1.050889e+004		2.894590e+002	6.670000e+003		
9.333090e+002	1.393000e+004		6.889590e+002	1.550333e+004		5.329090e+002	1.032889e+004		2.894090e+002	6.936667e+003		
9.323090e+002	1.366000e+004		6.889090e+002	1.571000e+004		5.328590e+002	1.065111e+004		2.893590e+002	7.080000e+003		
9.313090e+002	1.339000e+004		6.888590e+002	1.653333e+004		5.328090e+002	1.073111e+004		2.893090e+002	7.160000e+003		
9.303090e+002	1.349000e+004		6.888090e+002	1.704000e+004		5.327590e+002	1.097111e+004		2.892590e+002	7.353333e+003		
9.293090e+002	1.373000e+004		6.887590e+002	1.753333e+004		5.327090e+002	1.111556e+004		2.892090e+002	7.193333e+003		
9.283090e+002	1.435000e+004		6.887090e+002	1.853667e+004		5.326590e+002	1.130889e+004		2.891590e+002	7.196667e+003		
9.273090e+002	1.425000e+004		6.886590e+002	1.869667e+004		5.326090e+002	1.143333e+004		2.891090e+002	7.263333e+003		
9.263090e+002	1.366000e+004		6.886090e+002	1.940333e+004		5.325590e+002	1.130889e+004		2.890590e+002	7.190000e+003		
9.253090e+002	1.374000e+004		6.885590e+002	2.044333e+004		5.325090e+002	1.118000e+004		2.890090e+002	7.020000e+003		
9.243090e+002	1.370000e+004		6.885090e+002	2.043333e+004		5.324590e+002	1.129333e+004		2.889590e+002	6.803333e+003		
9.233090e+002	1.361000e+004		6.884590e+002	2.107667e+004		5.324090e+002	1.107556e+004		2.889090e+002	6.663333e+003		
9.223090e+002	1.403000e+004		6.884090e+002	2.149667e+004		5.323590e+002	1.098667e+004		2.888590e+002	6.480000e+003		
9.213090e+002	1.395000e+004		6.883590e+002	2.206000e+004		5.323090e+002	1.093333e+004		2.888090e+002	6.176667e+003		
9.203090e+002	1.389000e+004		6.883090e+002	2.229333e+004		5.322590e+002	1.089778e+004		2.887590e+002	6.163333e+003		
9.193090e+002	1.393000e+004		6.882590e+002	2.298667e+004		5.322090e+002	1.074889e+004		2.887090e+002	5.976667e+003		
9.183090e+002	1.405000e+004		6.882090e+002	2.360333e+004		5.321590e+002	1.068444e+004		2.886590e+002	5.706667e+003		
9.173090e+002	1.394000e+004		6.881590e+002	2.377000e+004		5.321090e+002	1.037111e+004		2.886090e+002	5.486667e+003		
9.163090e+002	1.417000e+004		6.881090e+002	2.384667e+004		5.320590e+002	1.038444e+004		2.885590e+002	5.213333e+003		
9.153090e+002	1.379000e+004		6.880590e+002	2.406000e+004		5.320090e+002	9.982222e+003		2.885090e+002	5.040000e+003		
9.143090e+002	1.423000e+004		6.880090e+002	2.393667e+004		5.319590e+002	9.448889e+003		2.884590e+002	4.683333e+003		
9.133090e+002	1.429000e+004		6.879590e+002	2.390667e+004		5.319090e+002	9.502222e+003		2.884090e+002	4.713333e+003		
9.123090e+002	1.402000e+004		6.879090e+002	2.376000e+004		5.318590e+002	9.248889e+003		2.883590e+002	4.663333e+003		
9.113090e+002	1.394000e+004		6.878590e+002	2.381333e+004		5.318090e+002	9.077778e+003		2.883090e+002	4.463333e+003		
9.103090e+002	1.422000e+004		6.878090e+002	2.314333e+004		5.317590e+002	8.802222e+003		2.882590e+002	4.296667e+003		
9.093090e+002	1.439000e+004		6.877590e+002	2.299667e+004		5.317090e+002	8.713333e+003		2.882090e+002	4.313333e+003		
9.083090e+002	1.392000e+004		6.877090e+002	2.248333e+004		5.316590e+002	8.297778e+003		2.881590e+002	4.270000e+003		
9.073090e+002	1.489000e+004		6.876590e+002	2.245000e+004		5.316090e+002	8.011111e+003		2.881090e+002	4.410000e+003		
9.063090e+002	1.422000e+004		6.876090e+002	2.206333e+004		5.315590e+002	7.553333e+003		2.880590e+002	4.120000e+003		
9.053090e+002	1.431000e+004		6.875590e+002	2.095333e+004		5.315090e+002	7.424444e+003		2.880090e+002	4.090000e+003		
9.043090e+002	1.377000e+004		6.875090e+002	1.994333e+004		5.314590e+002	7.062222e+003		2.879590e+002	4.066667e+003		
9.033090e+002	1.426000e+004		6.874590e+002	1.933333e+004		5.314090e+002	6.875556e+003		2.879090e+002	4.273333e+003		
9.023090e+002	1.453000e+004		6.874090e+002	1.825000e+004		5.313590e+002	6.508889e+003		2.878590e+002	4.146667e+003		
9.013090e+002	1.496000e+004		6.873590e+002	1.726333e+004		5.313090e+002	6.413333e+003		2.878090e+002	4.240000e+003		
9.003090e+002	1.446000e+004		6.873090e+002	1.677000e+004		5.312590e+002	6.182222e+003		2.877590e+002	4.146667e+003		
8.993090e+002	1.420000e+004		6.872590e+002	1.604333e+004		5.312090e+002	6.073333e+003		2.877090e+002	4.166667e+003		
8.983090e+002	1.483000e+004		6.872090e+002	1.482333e+004		5.311590e+002	5.773333e+003		2.876590e+002	4.196667e+003		
8.973090e+002	1.496000e+004		6.871590e+002	1.419000e+004		5.311090e+002	5.462222e+003		2.876090e+002	4.286667e+003		
8.963090e+002	1.482000e+004		6.871090e+002	1.325000e+004		5.310590e+002	5.295556e+003		2.875590e+002	4.253333e+003		
8.953090e+002	1.460000e+004		6.870590e+002	1.250000e+004		5.310090e+002	4.931111e+003		2.875090e+002	4.286667e+003		
8.943090e+002	1.439000e+004		6.870090e+002	1.176667e+004		5.309590e+002	4.786667e+003		2.874590e+002	4.420000e+003		
8.933090e+002	1.465000e+004		6.869590e+002	1.087333e+004		5.309090e+002	4.593333e+003		2.874090e+002	4.450000e+003		
8.923090e+002	1.476000e+004		6.869090e+002	1.014667e+004		5.308590e+002	4.588889e+003		2.873590e+002	4.706667e+003		
8.913090e+002	1.467000e+004		6.868590e+002	9.566667e+003		5.308090e+002	4.331111e+003		2.873090e+002	4.863333e+003		
8.903090e+002	1.486000e+004		6.868090e+002	9.090000e+003		5.307590e+002	4.057778e+003		2.872590e+002	4.903333e+003		
